time,emissions,city,year,pollutant,sector
2013-03-15,16920.518,Guangzhou,2013,OC,BUILDINGS
2013-04-15,11838.008,Guangzhou,2013,OC,BUILDINGS
2013-05-15,6627.962,Guangzhou,2013,OC,BUILDINGS
2013-06-15,3707.944,Guangzhou,2013,OC,BUILDINGS
2013-07-15,2948.9966,Guangzhou,2013,OC,BUILDINGS
2013-08-15,3214.3066,Guangzhou,2013,OC,BUILDINGS
2013-09-15,6150.404,Guangzhou,2013,OC,BUILDINGS
2013-10-15,11673.676,Guangzhou,2013,OC,BUILDINGS
2013-11-15,19461.486,Guangzhou,2013,OC,BUILDINGS
2013-12-15,26525.174,Guangzhou,2013,OC,BUILDINGS
2014-01-15,27251.395,Guangzhou,2014,OC,BUILDINGS
2014-02-15,23610.451,Guangzhou,2014,OC,BUILDINGS
2014-03-15,17426.275,Guangzhou,2014,OC,BUILDINGS
2014-04-15,10491.959,Guangzhou,2014,OC,BUILDINGS
2014-05-15,7289.758,Guangzhou,2014,OC,BUILDINGS
2014-06-15,3946.1643,Guangzhou,2014,OC,BUILDINGS
2014-07-15,3048.0056,Guangzhou,2014,OC,BUILDINGS
2014-08-15,3674.628,Guangzhou,2014,OC,BUILDINGS
2014-09-15,5962.6035,Guangzhou,2014,OC,BUILDINGS
2014-10-15,11642.373,Guangzhou,2014,OC,BUILDINGS
2014-11-15,19004.383,Guangzhou,2014,OC,BUILDINGS
2014-12-15,27451.996,Guangzhou,2014,OC,BUILDINGS
2015-01-15,27655.688,Guangzhou,2015,OC,BUILDINGS
2015-02-15,21734.758,Guangzhou,2015,OC,BUILDINGS
2015-03-15,17643.531,Guangzhou,2015,OC,BUILDINGS
2015-04-15,11517.198,Guangzhou,2015,OC,BUILDINGS
2015-05-15,7213.865,Guangzhou,2015,OC,BUILDINGS
2015-06-15,4383.357,Guangzhou,2015,OC,BUILDINGS
2015-07-15,3308.7231,Guangzhou,2015,OC,BUILDINGS
2015-08-15,3566.1875,Guangzhou,2015,OC,BUILDINGS
2015-09-15,6027.2905,Guangzhou,2015,OC,BUILDINGS
2015-10-15,11661.122,Guangzhou,2015,OC,BUILDINGS
2015-11-15,18830.98,Guangzhou,2015,OC,BUILDINGS
2015-12-15,26480.545,Guangzhou,2015,OC,BUILDINGS
2010-01-15,24010.332,Shenyang,2010,OC,BUILDINGS
2010-02-15,19520.398,Shenyang,2010,OC,BUILDINGS
2010-03-15,16735.828,Shenyang,2010,OC,BUILDINGS
2010-04-15,11093.606,Shenyang,2010,OC,BUILDINGS
2010-05-15,5815.913,Shenyang,2010,OC,BUILDINGS
2010-06-15,3134.2458,Shenyang,2010,OC,BUILDINGS
2010-07-15,2130.227,Shenyang,2010,OC,BUILDINGS
2010-08-15,2472.8325,Shenyang,2010,OC,BUILDINGS
2010-09-15,4654.6895,Shenyang,2010,OC,BUILDINGS
2010-10-15,10233.469,Shenyang,2010,OC,BUILDINGS
2010-11-15,16026.455,Shenyang,2010,OC,BUILDINGS
2010-12-15,23269.26,Shenyang,2010,OC,BUILDINGS
2011-01-15,25113.889,Shenyang,2011,OC,BUILDINGS
2011-02-15,17130.52,Shenyang,2011,OC,BUILDINGS
2011-03-15,15839.083,Shenyang,2011,OC,BUILDINGS
2011-04-15,8899.885,Shenyang,2011,OC,BUILDINGS
2011-05-15,5605.672,Shenyang,2011,OC,BUILDINGS
2011-06-15,3080.1343,Shenyang,2011,OC,BUILDINGS
2011-07-15,2277.9668,Shenyang,2011,OC,BUILDINGS
2011-08-15,2471.224,Shenyang,2011,OC,BUILDINGS
2011-09-15,4655.802,Shenyang,2011,OC,BUILDINGS
2011-10-15,8937.248,Shenyang,2011,OC,BUILDINGS
2011-11-15,14147.882,Shenyang,2011,OC,BUILDINGS
2011-12-15,21285.738,Shenyang,2011,OC,BUILDINGS
2012-01-15,23264.22,Shenyang,2012,OC,BUILDINGS
2012-02-15,18865.338,Shenyang,2012,OC,BUILDINGS
2012-03-15,14764.452,Shenyang,2012,OC,BUILDINGS
2012-04-15,8284.661,Shenyang,2012,OC,BUILDINGS
2012-05-15,5079.7964,Shenyang,2012,OC,BUILDINGS
2012-06-15,2864.4421,Shenyang,2012,OC,BUILDINGS
2012-07-15,2074.3809,Shenyang,2012,OC,BUILDINGS
2012-08-15,2370.016,Shenyang,2012,OC,BUILDINGS
2012-09-15,4303.21,Shenyang,2012,OC,BUILDINGS
2012-10-15,9273.937,Shenyang,2012,OC,BUILDINGS
