city,year,pollutant,sector,lat,lon,emissions
Beijing,2010,SO2,POWER_INDUSTRY,36.45,119.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,120.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,120.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,120.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,120.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,120.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,120.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,120.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,120.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,120.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,120.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,121.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,121.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,121.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,121.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.45,121.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,111.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,111.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,111.65,11182.560546875
Beijing,2010,SO2,POWER_INDUSTRY,36.55,111.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,111.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,111.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,112.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,112.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,112.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,112.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,112.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,112.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,112.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,112.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,112.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,112.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,113.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,113.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,113.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,113.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,113.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,113.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,113.65,7455.03955078125
Beijing,2010,SO2,POWER_INDUSTRY,36.55,113.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,113.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,113.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,114.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,114.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,114.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,114.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,114.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,114.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,114.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,114.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,114.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,114.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,115.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,115.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,115.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,115.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,115.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,115.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,115.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,115.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,115.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,115.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,116.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,116.15,3851.7705078125
Beijing,2010,SO2,POWER_INDUSTRY,36.55,116.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,116.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,116.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,116.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,116.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,116.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,116.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,116.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,117.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,117.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,117.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,117.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,117.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,117.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,117.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,117.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,117.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,117.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,118.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,118.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,118.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,118.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,118.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,118.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,118.65,0.0
